occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Facilities manager,Administrative services manager,23.4,74.0,90.81,-0.43,-0.72,0.00,0.00,0.14,0.00,0.00
Sales manager,Administrative services manager,33.1,74.0,90.73,-0.29,-0.42,0.00,0.00,0.06,0.00,0.00
Management analyst,Administrative services manager,46.6,74.0,90.68,-0.19,-0.53,0.00,0.00,0.17,0.00,0.00
Purchasing manager,Human resources worker,47.7,76.5,90.36,-0.31,-0.65,0.00,0.00,0.17,0.00,0.00
Management analyst,Training and development specialist,46.6,56.7,90.32,-0.13,-0.53,2.50,0.00,0.20,1.25,1.25
Architectural and engineering manager,Public relations manager,12.8,66.4,90.31,-0.31,-0.58,15.00,2.50,0.13,8.75,8.74
Financial and investment analyst,Training and development specialist,43.9,56.7,90.27,0.07,-0.86,65.00,0.00,0.47,32.50,32.35
Facilities manager,Public relations manager,23.4,66.4,90.26,-0.44,-0.61,0.00,2.50,0.08,1.25,1.25
Sales manager,Training and development specialist,33.1,56.7,90.18,-0.22,-0.47,0.00,0.00,0.12,0.00,0.00
Financial and investment analyst,Administrative services manager,43.9,74.0,90.16,0.07,-0.97,0.00,0.00,0.52,0.00,0.00
Architectural and engineering manager,Financial manager,12.8,56.2,90.11,-0.44,-0.12,2.50,0.00,-0.16,1.25,1.25
Purchasing manager,Marketing specialist,47.7,61.7,90.08,-0.38,-0.36,0.00,0.00,-0.01,0.00,0.00
Training and development manager,Financial manager,48.0,56.2,90.06,-0.80,-0.11,0.00,0.00,-0.35,0.00,0.00
Sales manager,Advertising sales agent,33.1,52.7,89.99,-0.24,-0.50,0.00,0.00,0.13,0.00,0.00
Management analyst,Accountant,46.6,57.0,89.84,-0.38,-0.02,0.00,0.00,-0.18,0.00,0.00
Industrial production manager,Human resources manager,19.1,76.5,89.80,-0.23,-0.55,0.00,0.00,0.16,0.00,0.00
Facilities manager,Social and community service manager,23.4,71.7,89.67,-0.63,-0.57,2.50,0.00,-0.03,1.25,1.25
Purchasing manager,Administrative services manager,47.7,74.0,89.51,-0.38,-0.51,0.00,0.00,0.07,0.00,0.00
Industrial production manager,Financial manager,19.1,56.2,89.51,-0.66,-0.04,0.00,0.00,-0.31,0.00,0.00
Operation manager,Financial manager,37.1,56.2,89.31,-0.82,0.02,0.00,0.00,-0.42,0.00,0.00
Industrial production manager,Human resources worker,19.1,76.5,89.29,-0.07,-0.70,0.00,0.00,0.32,0.00,0.00
Sales manager,Insurance sales agent,33.1,54.9,89.13,-0.18,-0.37,0.00,0.00,0.09,0.00,0.00
Architectural and engineering manager,Marketing specialist,12.8,61.7,89.09,-0.03,-0.59,27.50,0.00,0.28,13.75,13.71
Postsecondary teacher,Secondary school teacher,46.6,56.9,89.04,-0.11,-0.37,0.00,0.00,0.13,0.00,0.00
Facilities manager,Human resources worker,23.4,76.5,88.96,-0.39,-0.70,0.00,0.00,0.16,0.00,0.00
Software developer,Marketing specialist,20.2,61.7,88.94,0.31,-0.66,0.00,0.00,0.49,0.00,0.00
Industrial production manager,Marketing manager,19.1,62.4,88.93,-0.32,-0.60,0.00,0.00,0.14,0.00,0.00
Facilities manager,Training and development specialist,23.4,56.7,88.90,-0.52,-0.54,0.00,0.00,0.01,0.00,0.00
Software developer,Operations research analyst,20.2,55.0,88.88,0.14,-0.52,0.00,0.00,0.33,0.00,0.00
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,0.09,-0.65,0.00,0.00,0.37,0.00,0.00
Information security analyst,Administrative services manager,19.3,74.0,88.53,-0.09,-0.56,0.00,0.00,0.23,0.00,0.00
Industrial production manager,Operations research analyst,19.1,55.0,88.39,-0.48,-0.24,0.00,0.00,-0.12,0.00,0.00
Facilities manager,Financial manager,23.4,56.2,88.37,-0.65,-0.21,0.00,0.00,-0.22,0.00,0.00
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,-0.00,-1.01,5.00,0.00,0.50,2.50,2.49
Industrial production manager,Public relations manager,19.1,66.4,88.35,-0.31,-0.49,0.00,0.00,0.09,0.00,0.00
Project management specialist,Public relations specialist,47.3,76.2,88.35,-0.38,-0.27,0.00,0.00,-0.06,0.00,0.00
Industrial production manager,Administrative services manager,19.1,74.0,88.30,-0.23,-0.47,0.00,0.00,0.12,0.00,0.00
Facilities manager,Marketing specialist,23.4,61.7,88.28,-0.36,-0.61,0.00,0.00,0.13,0.00,0.00
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,0.17,-0.96,5.00,0.00,0.57,2.50,2.49
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,-0.39,-0.23,0.00,0.00,-0.08,0.00,0.00
Operation manager,Marketing manager,37.1,62.4,88.12,-0.58,-0.62,0.00,0.00,0.02,0.00,0.00
Industrial production manager,Training and development specialist,19.1,56.7,88.10,-0.39,-0.44,0.00,0.00,0.02,0.00,0.00
Purchasing manager,Accountant,47.7,57.0,88.07,-0.56,-0.08,0.00,0.00,-0.24,0.00,0.00
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,0.13,-0.97,12.50,0.00,0.55,6.25,6.22
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,0.10,-1.07,15.00,0.00,0.58,7.50,7.46
Chemical engineer,Medical scientist,21.6,51.8,87.70,-0.24,-0.16,0.00,0.00,-0.04,0.00,0.00
Operation manager,Human resources manager,37.1,76.5,87.61,-0.54,-0.47,0.00,0.00,-0.03,0.00,0.00
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,0.00,-0.99,5.00,0.00,0.50,2.50,2.49
Operation manager,Public relations manager,37.1,66.4,87.47,-0.49,-0.43,0.00,0.00,-0.03,0.00,0.00
Training and development manager,Social and community service manager,48.0,71.7,87.29,-0.73,-0.44,15.00,0.00,-0.14,7.50,7.49
Financial and investment analyst,Accountant,43.9,57.0,87.27,-0.04,-0.34,0.00,0.00,0.15,0.00,0.00
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,0.17,-0.88,12.50,0.00,0.52,6.25,6.22
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,-0.08,-0.98,5.00,57.89,0.45,31.45,31.31
Purchasing manager,Training and development specialist,47.7,56.7,86.71,-0.57,-0.40,0.00,0.00,-0.08,0.00,0.00
Web developer,Graphic designer,19.4,54.7,86.62,-0.50,-0.53,0.00,0.00,0.02,0.00,0.00
Purchasing manager,Social and community service manager,47.7,71.7,86.53,-0.53,-0.37,5.00,5.00,-0.08,5.00,5.00
Chemical engineer,Biological scientist,21.6,55.0,86.36,0.28,-0.35,0.00,18.92,0.31,9.46,9.43
Dentist,Dental hygienist,39.5,95.7,86.25,5.53,-5.10,0.00,0.00,5.31,0.00,0.00
Software quality tester,Operations research analyst,44.1,55.0,86.23,-0.23,-0.33,0.00,0.00,0.05,0.00,0.00
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,-0.32,-0.23,0.00,0.00,-0.05,0.00,0.00
Information security analyst,Training and development specialist,19.3,56.7,85.97,-0.12,-0.74,0.00,0.00,0.31,0.00,0.00
Software developer,Graphic designer,20.2,54.7,85.82,-0.32,-0.27,0.00,0.00,-0.02,0.00,0.00
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,-0.26,-0.52,72.50,5.00,0.13,38.75,38.70
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,-0.01,-0.54,12.50,20.00,0.27,16.25,16.21
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,-0.58,-0.16,3.57,0.00,-0.21,1.79,1.78
Lawyer,Paralegal,39.5,83.0,85.66,0.37,-1.35,0.00,0.00,0.86,0.00,0.00
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,-0.11,-0.48,17.50,32.50,0.19,25.00,24.95
Operation manager,Social and community service manager,37.1,71.7,85.47,-0.55,-0.28,0.00,0.00,-0.13,0.00,0.00
Industrial production manager,Social and community service manager,19.1,71.7,85.20,-0.35,-0.35,20.00,2.50,-0.00,11.25,11.25
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,-0.30,-0.43,14.29,0.00,0.06,7.14,7.14
Property assessor,Insurance underwriter,34.2,56.9,85.13,-0.41,-0.46,0.00,0.00,0.02,0.00,0.00
Operation manager,Human resources worker,37.1,76.5,84.98,-0.41,-0.65,0.00,0.00,0.12,0.00,0.00
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,0.00,-0.41,0.00,0.00,0.21,0.00,0.00
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,0.04,-1.26,0.00,30.00,0.65,15.00,14.90
Postsecondary teacher,School psychologist,46.6,87.9,84.73,-0.25,-0.45,2.50,0.00,0.10,1.25,1.25
Industrial production manager,Accountant,19.1,57.0,84.49,-0.40,-0.27,0.00,0.00,-0.07,0.00,0.00
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,-0.55,-0.78,0.00,2.50,0.12,1.25,1.25
Facilities manager,Social and human service assistant,23.4,75.3,84.45,-0.47,-0.11,2.50,37.50,-0.18,20.00,19.96
Chemical technician,Medical scientist,35.0,51.8,84.20,-0.36,0.29,0.00,0.00,-0.33,0.00,0.00
Counter and rental clerk,Order clerk,38.7,58.3,84.14,-0.09,-0.45,0.00,0.00,0.18,0.00,0.00
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,0.22,-0.72,0.00,0.00,0.47,0.00,0.00
Chemical technician,Biological scientist,35.0,55.0,83.89,-0.18,-0.03,0.00,0.00,-0.08,0.00,0.00
Cost estimator,Accountant,17.7,57.0,83.72,-0.38,-0.06,0.00,0.00,-0.16,0.00,0.00
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,-0.34,-0.38,0.00,0.00,0.02,0.00,0.00
Food service manager,Food preparation worker,46.7,58.7,83.62,-0.71,-0.89,0.00,15.00,0.09,7.50,7.49
Operation manager,Accountant,37.1,57.0,83.57,-0.73,-0.12,0.00,0.00,-0.30,0.00,0.00
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,-0.38,-0.29,35.71,0.00,-0.05,17.86,17.85
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-0.75,-0.30,50.00,0.00,-0.22,25.00,24.94
Software developer,Advertising sales agent,20.2,52.7,83.02,0.35,-0.92,0.00,0.00,0.63,0.00,0.00
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,-0.44,-0.29,0.00,3.70,-0.07,1.85,1.85
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,-0.45,-0.33,71.43,0.00,-0.06,35.71,35.69
Cost estimator,Insurance underwriter,17.7,56.9,82.88,-0.40,-0.52,0.00,0.00,0.06,0.00,0.00
Materials engineer,Medical scientist,13.5,51.8,82.86,-0.36,-0.05,0.00,50.00,-0.16,25.00,24.96
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,-0.44,-0.01,89.29,7.50,-0.21,48.39,48.29
Property assessor,Accountant,34.2,57.0,82.77,-0.44,-0.07,0.00,0.00,-0.19,0.00,0.00
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,-0.11,-0.44,0.00,0.00,0.17,0.00,0.00
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,-0.82,-0.18,0.00,0.00,-0.32,0.00,0.00
Painter,Artist,10.4,51.6,82.54,0.41,-0.49,0.00,0.00,0.45,0.00,0.00
Software developer,Accountant,20.2,57.0,82.50,0.13,-0.41,0.00,0.00,0.27,0.00,0.00
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,0.08,-0.88,45.00,15.79,0.48,30.39,30.25
Operation manager,Compliance officer,37.1,51.8,82.41,-0.55,-0.74,0.00,0.00,0.10,0.00,0.00
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-0.47,-0.05,0.00,0.00,-0.21,0.00,0.00
Materials engineer,Biological scientist,13.5,55.0,82.14,-0.29,-0.33,0.00,62.16,0.02,31.08,31.07
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,0.21,-0.98,32.50,0.00,0.60,16.25,16.15
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,0.68,-1.16,62.50,44.74,0.92,53.62,53.12
Property assessor,Tax preparer,34.2,66.3,81.93,-0.40,-0.46,0.00,0.00,0.03,0.00,0.00
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,0.31,-0.53,0.00,0.00,0.42,0.00,0.00
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,-0.65,-0.30,64.29,0.00,-0.18,32.14,32.09
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,-0.44,-0.22,0.00,0.00,-0.11,0.00,0.00
Operation manager,Public relations specialist,37.1,76.2,81.53,-0.29,-0.23,0.00,0.00,-0.03,0.00,0.00
Property assessor,Real estate broker,34.2,57.0,81.51,-0.41,-0.37,0.00,0.00,-0.02,0.00,0.00
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,-0.02,-1.40,7.14,0.00,0.69,3.57,3.55
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,0.79,-1.31,2.50,13.16,1.05,7.83,7.75
Information security analyst,Insurance underwriter,19.3,56.9,81.21,-0.13,-0.75,0.00,0.00,0.31,0.00,0.00
Information security analyst,Accountant,19.3,57.0,81.08,-0.39,-0.23,0.00,0.00,-0.08,0.00,0.00
Web developer,Advertising sales agent,19.4,52.7,81.04,0.09,-1.12,0.00,0.00,0.61,0.00,0.00
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,0.14,-0.40,2.50,0.00,0.27,1.25,1.25
Computer support specialist,Customer service representative,26.2,65.3,80.93,0.44,-1.42,0.00,0.00,0.93,0.00,0.00
Software developer,Customer service representative,20.2,65.3,80.93,0.57,-3.11,0.00,25.00,1.84,12.50,12.27
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,-0.24,-0.17,3.12,0.00,-0.03,1.56,1.56
Surgeon,Medical scientist,20.0,51.8,80.81,-0.03,-0.44,0.00,0.00,0.20,0.00,0.00
Operation manager,Insurance underwriter,37.1,56.9,80.69,-0.49,-0.55,0.00,0.00,0.03,0.00,0.00
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,-0.47,-0.48,60.00,0.00,0.00,30.00,30.00
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,-0.07,-1.42,25.00,17.39,0.67,21.20,21.05
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,0.52,-0.38,5.00,0.00,0.45,2.50,2.49
Information security analyst,Executive secretary,19.3,90.0,80.53,0.87,-1.61,7.50,0.00,1.24,3.75,3.70
Property assessor,Loan officer,34.2,51.6,80.52,-0.70,-0.37,0.00,0.00,-0.16,0.00,0.00
Software developer,Insurance sales agent,20.2,54.9,80.48,0.45,-1.00,0.00,0.00,0.73,0.00,0.00
Lawyer,Accountant,39.5,57.0,80.39,-0.17,-0.41,2.50,0.00,0.12,1.25,1.25
Information security analyst,Social and community service manager,19.3,71.7,80.27,-0.26,-0.55,85.00,2.50,0.15,43.75,43.69
Information security analyst,Public relations specialist,19.3,76.2,80.07,0.18,-0.46,0.00,0.00,0.32,0.00,0.00
Software developer,Public relations specialist,20.2,76.2,79.88,0.59,-1.01,0.00,0.00,0.80,0.00,0.00
Cook,Baker,39.8,65.5,79.84,-0.04,-0.09,0.00,10.00,0.02,5.00,5.00
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,-0.45,-0.25,47.22,0.00,-0.10,23.61,23.59
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,-0.01,-0.19,12.50,17.50,0.09,15.00,14.99
Lawyer,Legal secretary,39.5,96.4,79.62,1.95,-1.83,0.00,0.00,1.89,0.00,0.00
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,-0.25,-0.79,0.00,0.00,0.27,0.00,0.00
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-0.11,-0.74,0.00,4.76,0.32,2.38,2.37
Property assessor,Social and community service manager,34.2,71.7,79.29,-0.48,-0.63,10.00,30.00,0.08,20.00,19.98
Mechanical engineer,Biological scientist,10.1,55.0,79.28,0.61,-0.64,0.00,72.97,0.62,36.49,36.26
Web developer,Customer service representative,19.4,65.3,79.26,0.26,-3.46,0.00,32.14,1.86,16.07,15.77
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,0.46,-4.13,25.00,67.86,2.30,46.43,45.36
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,-0.04,-0.14,7.50,0.00,0.05,3.75,3.75
Personal financial advisor,Loan officer,32.6,51.6,79.02,-0.41,-0.69,0.00,0.00,0.14,0.00,0.00
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,-0.47,-0.16,0.00,0.00,-0.16,0.00,0.00
Software quality tester,Customer service representative,44.1,65.3,78.93,0.35,-2.61,0.00,21.43,1.48,10.71,10.56
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-0.19,-0.57,20.00,0.00,0.19,10.00,9.98
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,-0.06,-0.47,82.50,55.00,0.21,68.75,68.61
Software developer,Insurance underwriter,20.2,56.9,78.63,0.13,-0.87,0.00,0.00,0.50,0.00,0.00
Property assessor,Insurance sales agent,34.2,54.9,78.62,-0.38,-0.44,0.00,0.00,0.03,0.00,0.00
Software quality tester,Graphic designer,44.1,54.7,78.60,-0.66,-0.09,0.00,0.00,-0.29,0.00,0.00
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,0.32,-0.81,37.50,39.47,0.56,38.49,38.27
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,0.22,-0.97,0.00,18.18,0.60,9.09,9.04
Lawyer,Insurance underwriter,39.5,56.9,78.48,0.09,-1.17,22.50,0.00,0.63,11.25,11.18
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,0.51,-1.54,35.00,30.43,1.03,32.72,32.38
Database administrator,Executive secretary,30.8,90.0,78.39,0.77,-1.65,0.00,0.00,1.21,0.00,0.00
Lawyer,Loan officer,39.5,51.6,78.35,-0.30,-1.09,10.00,0.00,0.39,5.00,4.98
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,-0.46,-0.41,2.50,0.00,-0.03,1.25,1.25
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,-0.67,-0.30,13.89,0.00,-0.18,6.94,6.93
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,-0.44,-0.03,97.22,15.00,-0.20,56.11,56.00
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,-0.09,-1.34,5.00,37.50,0.62,21.25,21.12
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,0.08,-0.43,82.50,0.00,0.26,41.25,41.14
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,-0.47,-1.69,2.78,7.14,0.61,4.96,4.93
Cost estimator,Graphic designer,17.7,54.7,78.03,-0.70,0.00,0.00,0.00,-0.35,0.00,0.00
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,0.30,-1.12,42.50,13.64,0.71,28.07,27.87
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,-0.03,-0.75,0.00,0.00,0.36,0.00,0.00
Food service manager,Lodging manager,46.7,61.6,78.00,-0.64,-0.75,0.00,0.00,0.06,0.00,0.00
Software quality tester,Advertising sales agent,44.1,52.7,77.98,0.00,-0.81,22.50,0.00,0.41,11.25,11.20
Software quality tester,Insurance underwriter,44.1,56.9,77.97,-0.08,-0.65,0.00,0.00,0.28,0.00,0.00
Printing press operator,Filling machine operator,24.7,57.3,77.95,0.41,-0.21,0.00,0.00,0.31,0.00,0.00
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,0.08,-0.52,0.00,0.00,0.30,0.00,0.00
Web developer,Public relations specialist,19.4,76.2,77.89,0.22,-1.05,0.00,0.00,0.63,0.00,0.00
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,0.34,-0.95,0.00,0.00,0.64,0.00,0.00
Photographer,Artist,48.5,51.6,77.87,-0.31,-0.04,0.00,2.50,-0.14,1.25,1.25
Database administrator,Compliance officer,30.8,51.8,77.85,-0.08,-0.90,0.00,0.00,0.41,0.00,0.00
Chief executive,Executive secretary,30.6,90.0,77.82,0.70,-1.74,0.00,0.00,1.22,0.00,0.00
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,-0.49,-0.36,83.33,0.00,-0.06,41.67,41.64
Cost estimator,Advertising sales agent,17.7,52.7,77.74,-0.30,-0.55,5.00,0.00,0.13,2.50,2.50
Surgeon,Physician assistant,20.0,68.8,77.67,0.27,-0.63,0.00,0.00,0.45,0.00,0.00
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,0.22,-0.59,33.33,18.52,0.40,25.93,25.82
Web developer,Insurance sales agent,19.4,54.9,77.45,0.18,-1.14,0.00,0.00,0.66,0.00,0.00
Cost estimator,Public relations specialist,17.7,76.2,77.43,-0.12,-0.37,0.00,0.00,0.12,0.00,0.00
Logistician,Compliance officer,38.7,51.8,77.42,-0.44,-0.76,0.00,10.00,0.16,5.00,4.99
Mechanical engineer,Medical scientist,10.1,51.8,77.42,0.49,-0.35,0.00,55.26,0.42,27.63,27.52
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,-0.05,-0.74,100.00,80.77,0.34,90.38,90.08
Property assessor,Lodging manager,34.2,61.6,77.25,-0.54,-0.69,0.00,7.50,0.07,3.75,3.75
Software quality tester,Insurance sales agent,44.1,54.9,77.18,0.04,-0.83,5.00,0.00,0.43,2.50,2.49
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,-0.03,-0.21,0.00,10.00,0.09,5.00,5.00
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,-0.35,-0.37,40.91,100.00,0.01,70.45,70.45
Computer systems manager,Compliance officer,27.7,51.8,77.12,-0.12,-0.80,0.00,0.00,0.34,0.00,0.00
Database administrator,File Clerk,30.8,76.0,77.11,-0.06,-0.94,0.00,0.00,0.44,0.00,0.00
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,-0.47,-0.46,0.00,75.00,-0.00,37.50,37.50
Database administrator,Billing and posting clerk,30.8,91.4,77.03,-0.04,-0.85,0.00,0.00,0.40,0.00,0.00
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,0.19,-1.33,0.00,8.70,0.76,4.35,4.31
