occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Painting worker,Artist,11.3,51.6,68.91,3.99,0.60,72.50,100.00,1.69,86.25,84.79
Dentist,Pharmacist,39.5,57.8,68.80,2.99,-2.91,52.63,100.00,2.95,76.32,74.07
Logistician,Medical records specialist,38.7,88.9,68.77,-2.80,-0.32,50.00,100.00,-1.24,75.00,74.07
Logistician,School psychologist,38.7,87.9,68.74,3.12,0.90,97.50,84.38,1.11,90.94,89.93
Aircraft pilot,Flight attendant,8.3,78.0,68.69,13.79,-20.49,100.00,92.86,17.14,96.43,79.90
Chemical engineer,Pharmacy technician,21.6,79.3,68.67,4.13,-3.86,97.50,100.00,3.99,98.75,94.81
Director,Interior designer,43.6,85.3,68.62,6.85,-8.88,97.50,22.50,7.86,60.00,55.28
Chemical engineer,Medical assistant,21.6,88.8,68.61,9.44,-6.79,97.50,100.00,8.12,98.75,90.74
Construction manager,Supervisor of personal care and service workers,10.6,65.8,68.55,10.36,-8.32,95.00,100.00,9.34,97.50,88.39
Computer programmer,Loan interviewer,21.5,76.9,68.52,9.18,-11.35,100.00,76.00,10.26,88.00,78.97
Dishwasher,First-line supervisor of food preparation and serving workers,23.1,53.5,68.38,-8.81,11.32,20.00,100.00,-10.07,60.00,53.96
Chef,Baker,23.3,65.5,68.32,4.17,-0.15,100.00,77.50,2.16,88.75,86.83
