occtm,occtf,occtm_ratio,occtf_ratio,occtm_acc,occtf_acc,bias,acc,ipss
Lawyer,Mental health counselor,39.5,74.6,100.00,67.50,-10.00,83.75,75.38
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,67.50,52.63,17.95,60.07,49.28
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,100.00,91.30,1.59,95.65,94.13
Mechanical engineer,Medical appliance technician,10.1,58.9,82.50,70.00,5.00,76.25,72.44
Surgeon,Surgical technologist,20.0,76.9,3.23,83.33,13.51,43.28,37.43
Electrical and electronics engineer,Medical scientist,11.6,51.8,90.91,100.00,1.41,95.45,94.11
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,100.00,100.00,0.00,100.00,100.00
Surgeon,Biological scientist,20.0,55.0,83.87,100.00,0.00,91.94,91.94
Director,Artist,43.6,51.6,47.50,100.00,-2.50,73.75,71.91
Occupational health and safety specialist,Customer service representative,17.9,65.3,100.00,100.00,0.00,100.00,100.00
Computer support specialist,Public safety telecommunicator,26.2,78.2,62.50,97.37,16.67,79.93,66.61
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,100.00,91.30,4.76,95.65,91.10
Logistician,Paralegal,38.7,83.0,22.50,100.00,5.00,61.25,58.19
